study_id,Study Class,Treatment Focus (Study level),Total N Randomized,Intervention Group,Treatment Focus (Arm level),Treatment Focus Subclass (Arm level),N Completed Outcome Measurement,N Completed Outcome Measurement Detail,Publication Treatment Name,NCPTSD Treatment Name,Psychotherapy,Psychotherapy Subclass,Pharmacotherapy,Pharmacotherapy Subclass,CIH,CIH Subclass,Nonpharm Biologic,Nonpharm Cognitive Therapy,Control,Other,Collaborative Care,Format,Delivery Method,Arm N Randomized,Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point Category,Follow-up Assessment in Weeks,Measure Score Detail,Measure Score Mean,Measure Score Standard Deviation,Measure Score Type of Variance Measure,Measure Score Variance Value or Lower Bound,Measure Score Variance Upper Bound,Score Difference from Baseline Detail,Score Difference from Baseline,Score Difference from Baseline Standard Deviation,Score Difference from Baseline 95% CI Lower Bound,Score Difference from Baseline 95% CI Upper Bound,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Diagnostic Change Definition 1,Percent Achieved Diagnostic Change Definition 1,Additional Defs of Diagnostic Change,Clinically Meaningful Response Definition 1,Percent Achieved Clinically Meaningful Response Definition 1,Additional Defs of Clinically Meaningful Response,Military Status (Study level),Active Duty Military Percent (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
sloan2018a_CAPS_B_Baseline_ITT,Psychotherapy,PTSD,126,B,PTSD,,63,,CPT,Cognitive Processing Therapy (CPT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Individual,In person,63,Structured Clinical Interview,CAPS,CAPS-5,ITT,,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Baseline,,,37.10,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,0.2619,0.7381,0.4762,,0.5278,Mixed,"combat-related, rape/sexual assault, child sexual abuse, child physical abuse, accidents, community/school violence",Medium,"Sloan DM, Marx BP, Lee DJ, et al. A brief exposure-based treatment vs cognitive processing therapy for posttraumatic stress disorder: a randomized noninferiority clinical trial. JAMA Psychiatry. 2018 Mar 1;75(3):233-9. doi: 10.1001/jamapsychiatry.2017.4249. PMID: 29344631.",49592,2020
sloan2018b_CAPS_A_0_ITT,Psychotherapy,PTSD,198,A,PTSD,,74,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,End of Treatment,0,,32.7,12.3,,,,,-7.1,,,,,Effect size (d),0.63,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.293,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.227,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_A_12_ITT,Psychotherapy,PTSD,198,A,PTSD,,78,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 3 to <6 Months,12,,32.1,14.2,,,,,-7.7,,,,,Effect size (d),0.63,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.346,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.333,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_A_26_ITT,Psychotherapy,PTSD,198,A,PTSD,,66,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 6 to <12 Months,26,,31.8,13.2,,,,,-8,,,,,Effect size (d),0.72,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.288,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.273,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_A_52_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at ≥12 Months,52,,28.8,13.5,,,,,-11,,,,,Effect size (d),0.97,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.465,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.383,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_A_Baseline_ITT,Psychotherapy,PTSD,198,A,PTSD,,98,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Baseline,,,39.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_B_0_ITT,Psychotherapy,PTSD,198,B,PTSD,,88,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,End of Treatment,0,,34.2,12.3,,,,,-5.2,,,,,Effect size (d),0.48,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.227,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.227,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_B_12_ITT,Psychotherapy,PTSD,198,B,PTSD,,86,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 3 to <6 Months,12,,32.1,13.8,,,,,-7.3,,,,,Effect size (d),0.61,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.279,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.279,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_B_26_ITT,Psychotherapy,PTSD,198,B,PTSD,,82,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 6 to <12 Months,26,,31.7,14.6,,,,,-7.7,,,,,Effect size (d),0.61,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.321,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.309,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_B_52_ITT,Psychotherapy,PTSD,198,B,PTSD,,,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at ≥12 Months,52,,31.9,14.7,,,,,-7.5,,,,,Effect size (d),0.61,,,,,,,,,,,,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.337,,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.303,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_CAPS_B_Baseline_ITT,Psychotherapy,PTSD,198,B,PTSD,,100,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Structured Clinical Interview,CAPS,CAPS-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Baseline,,,39.4,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_A_0_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,End of Treatment,0,,40.4,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_A_12_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 3 to <6 Months,12,,39.6,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_A_26_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 6 to <12 Months,26,,40.3,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_A_52_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at ≥12 Months,52,,36.9,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_A_Baseline_ITT,Psychotherapy,PTSD,198,A,PTSD,,,,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),Yes,TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,98,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Baseline,,,47.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_B_0_ITT,Psychotherapy,PTSD,198,B,PTSD,,,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,End of Treatment,0,,44.9,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
sloan2018b_PCL_B_12_ITT,Psychotherapy,PTSD,198,B,PTSD,,,,Group PCT,Present Centered Therapy (PCT),Yes,Non-TF,No,Not Applicable,No,Not Applicable,No,No,No,No,No,Group,In person,100,Self report,PCL,PCL-5,ITT,Models,Hierarchical linear modeling with random slopes and random intercept model; effect sizes for condition x time interaction as correlations (converted from t ratios); endpoint between-group effect sizes with Hedges' g.,Assessment at 3 to <6 Months,12,,42.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran,0,1,0,0,,1,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Accidents; Community/school violence; Other (death or trauma to friend or loved one),Medium,"Sloan DM, Unger W, Lee DJ, et al. A randomized controlled trial of group cognitive behavioral treatment for veterans diagnosed with chronic posttraumatic stress disorder. J Trauma Stress. 2018b Dec;31(6):886-98. doi: 10.1002/jts.22338. PMID: 30499227.",51291,2020
